question,answer,babbage_no_cot,babbage_cot,davinci_no_cot,davinci_cot
Take the last letters of the words in “FRANK KLEIN” and concatenate them.,KN,A: The answer is k.,"A: The last letter of ""Frank"" is ""k"". The last letter of ""Klein"" is ""l"". Concatenating them is ""lk"". The answer is lk.",A: The answer is n.,A: The last letter of “FRANK” is “K”. The last letter of “KLEIN” is “N”. Concatenating them is “KN”. The answer is KN.
Take the last letters of the words in “DARRYL HALE” and concatenate them.,LE,A: The answer is dhr.,A: The last letter of “Darryl” is “y”. The last letter of “Hale” is “r”. Concatenating them is “ry”. The answer is ry.,A: The answer is h.,A: The last letter of “DARRYL” is “l”. The last letter of “HALE” is “e”. Concatenating them is “le”. The answer is le.
Take the last letters of the words in “CARLOS RIVERA” and concatenate them.,SA,A: The answer is crr.,A: The last letter of “CARLOS” is “r”. The last letter of “RIVERA” is “i”. Concatenating them is “ri”. The answer is ri.,A: The answer is rs.,"A: The last letter of ""CARLOS"" is ""s"". The last letter of ""RIVERA"" is ""a"". Concatenating them is ""sa"". The answer is sa."
Take the last letters of the words in “DON COCHRAN” and concatenate them.,NN,A: The answer is oDn.,"A: The last letter of ""DON"" is ""o"". The last letter of ""Cochran"" is ""r"". Concatenating them is ""or"". The answer is or.",A: The answer is o.,A: The last letter of “DON” is “N”. The last letter of “COCHRAN” is “N”. Concatenating them is “NN”. The answer is NN.
Take the last letters of the words in “NICHOLAS SELLERS” and concatenate them.,SS,A: The answer is ns.,"A: The last letter of ""Nicholas"" is ""n"". The last letter of ""Sellers"" is ""s"". Concatenating them is ""ns"". The answer is ns.",A: The answer is ls.,A: The last letter of “Nicholas” is “s”. The last letter of “Sellers” is “s”. Concatenating them is “ss”. The answer is ss.
Take the last letters of the words in “LORI BULLOCK” and concatenate them.,IK,A: The answer is lbo.,"A: The last letter of ""Lori"" is ""l"". The last letter of ""Bullock"" is ""o"". Concatenating them is ""o"". The answer is o.",A: The answer is u.,A: The last letter of “Lori” is “i”. The last letter of “Bullock” is “k”. Concatenating them is “ik”. The answer is ik.
Take the last letters of the words in “LUCY FORD” and concatenate them.,YD,A: The answer is luf.,"A: The last letter of ""Lucy"" is ""l"". The last letter of ""Ford"" is ""y"". Concatenating them is ""yly"". The answer is yly.",A: The answer is yl.,A: The last letter of “LUCY” is “Y”. The last letter of “FORD” is “D”. Concatenating them is “YD”. The answer is YD.
Take the last letters of the words in “COLLEEN FISCHER” and concatenate them.,NR,A: The answer is k.,"A: The last letter of ""COLLEEN"" is ""l"". The last letter of ""FISCHER"" is ""c"". Concatenating them is ""lc"". The answer is lc.",A: The answer is n.,A: The last letter of “Colleen” is “n”. The last letter of “Fischer” is “r”. Concatenating them is “nr”. The answer is nr.
Take the last letters of the words in “SHANE BUCKLEY” and concatenate them.,EY,A: The answer is b.,"A: The last letter of ""SHANE"" is ""n"". The last letter of ""Buckley"" is ""e"". Concatenating them is ""en"". The answer is en.",A: The answer is yb.,A: The last letter of “SHANE” is “E”. The last letter of “BUCKLEY” is “Y”. Concatenating them is “EY”. The answer is EY.
Take the last letters of the words in “BRUCE FOREMAN” and concatenate them.,EN,A: The answer is b.,"A: The last letter of ""BRUCE"" is ""f"". The last letter of ""FOREMAN"" is ""m"". Concatenating them is ""fm"". The answer is fm.",A: The answer is e.,A: The last letter of “Bruce” is “e”. The last letter of “Foreman” is “n”. Concatenating them is “en”. The answer is en.
Take the last letters of the words in “LEE MELENDEZ” and concatenate them.,EZ,A: The answer is lme.,"A: The last letter of ""Lee"" is ""l"". The last letter of ""Mendez"" is ""e"". Concatenating them is ""el"". The answer is el.",A: The answer is e.,A: The last letter of “LEE” is “E”. The last letter of “MELENDEZ” is “Z”. Concatenating them is “EZ”. The answer is EZ.
Take the last letters of the words in “MARTHA HINES” and concatenate them.,AS,A: The answer is mh.,"A: The last letter of ""MARTHA"" is ""a"". The last letter of ""HINES"" is ""s"". Concatenating them is ""as"". The answer is as.",A: The answer is r.,A: The last letter of “MARTHA” is “A”. The last letter of “HINES” is “S”. Concatenating them is “AS”. The answer is AS.
Take the last letters of the words in “ASHLEY FRENCH” and concatenate them.,YH,A: The answer is AS.,A: The last letter of “ASHLEY” is “a”. The last letter of “FRENCH” is “s”. Concatenating them is “sa”. The answer is sa.,A: The answer is EYF.,A: The last letter of “Ashley” is “y”. The last letter of “French” is “n”. Concatenating them is “yn”. The answer is yn.
Take the last letters of the words in “KIMBERLY TRAN” and concatenate them.,YN,A: The answer is ktr.,"A: The last letter of ""Kimberly"" is ""k"". The last letter of ""Tran"" is ""m"". Concatenating them is ""mkm"". The answer is mkm.",A: The answer is n.,A: The last letter of “Kimberly” is “y”. The last letter of “Tran” is “n”. Concatenating them is “yn”. The answer is yn.
Take the last letters of the words in “EDDIE JOYNER” and concatenate them.,ER,A: The answer is eJ.,"A: The last letter of ""Eddie"" is ""e"". The last letter of ""Joyner"" is ""n"". Concatenating them is ""en"". The answer is en.",A: The answer is EJ.,A: The last letter of “Eddie” is “e”. The last letter of “Joyner” is “r”. Concatenating them is “er”. The answer is er.
Take the last letters of the words in “SAMANTHA CHERRY” and concatenate them.,AY,A: The answer is s.,"A: The last letter of ""SAMANTHA"" is ""a"". The last letter of ""CHERRY"" is ""r"". Concatenating them is ""ar"". The answer is ar.",A: The answer is y.,A: The last letter of “SAMANTHA” is “A”. The last letter of “CHERRY” is “Y”. Concatenating them is “AY”. The answer is ay.
Take the last letters of the words in “GUY CHAN” and concatenate them.,YN,A: The answer is u.,"A: The last letter of ""Guy"" is ""u"". The last letter of ""Chan"" is ""e"". Concatenating them is ""ue"". The answer is ue.",A: The answer is n.,A: The last letter of “GUY” is “Y”. The last letter of “CHAN” is “N”. Concatenating them is “YN”. The answer is YN.
Take the last letters of the words in “KEVIN HORTON” and concatenate them.,NN,A: The answer is k.,"A: The last letter of ""KEVIN"" is ""k"". The last letter of ""HORTON"" is ""n"". Concatenating them is ""nk"". The answer is nk.",A: The answer is n.,A: The last letter of “Kevin” is “n”. The last letter of “Horton” is “n”. Concatenating them is “nn”. The answer is nn.
Take the last letters of the words in “JOSEPH MCKAY” and concatenate them.,HY,A: The answer is jy.,"A: The last letter of ""Joseph"" is ""j"". The last letter of ""McKay"" is ""k"". Concatenating them is ""kk"". The answer is kk.",A: The answer is yk.,A: The last letter of “JOSEPH” is “H”. The last letter of “MCKAY” is “Y”. Concatenating them is “HY”. The answer is HY.
Take the last letters of the words in “KENT DAY” and concatenate them.,TY,A: The answer is knd.,"A: The last letter of ""KENT"" is ""d"". The last letter of ""DAY"" is ""y"". Concatenating them is ""ynd"". The answer is ynd.",A: The answer is yd.,A: The last letter of “Kent” is “t”. The last letter of “Day” is “y”. Concatenating them is “ty”. The answer is ty.
Take the last letters of the words in “CHRISTY THOMPSON” and concatenate them.,YN,A: The answer is ct.,"A: The last letter of ""CHRISTY"" is ""t"". The last letter of ""THOMPSON"" is ""h"". Concatenating them is ""th"". The answer is th.",A: The answer is STH.,A: The last letter of “CHRISTY” is “Y”. The last letter of “THOMPSON” is “N”. Concatenating them is “YN”. The answer is yn.
Take the last letters of the words in “KATHERINE MULLINS” and concatenate them.,ES,A: The answer is klm.,"A: The last letter of ""Katherine"" is ""k"". The last letter of ""Mullins"" is ""m"". Concatenating them is ""kmm"". The answer is kmm.",A: The answer is ym.,A: The last letter of “Katherine” is “e”. The last letter of “Mullins” is “s”. Concatenating them is “es”. The answer is es.
Take the last letters of the words in “CONNIE DOMINGUEZ” and concatenate them.,EZ,A: The answer is cn.,"A: The last letter of ""CONNIE"" is ""n"". The last letter of ""DOMINGUEZ"" is ""e"". Concatenating them is ""ne"". The answer is ne.",A: The answer is n.,"A: The last letter of ""CONNIE"" is ""e"". The last letter of ""DOMINGUEZ"" is ""z"". Concatenating them is ""ez"". The answer is ez."
Take the last letters of the words in “RAYMOND MCKINNEY” and concatenate them.,DY,A: The answer is rkm.,A: The last letter of “RAYMOND” is “r”. The last letter of “MCKINNEY” is “y”. Concatenating them is “yry”. The answer is yry.,A: The answer is y.,A: The last letter of “RAYMOND” is “D”. The last letter of “MCKINNEY” is “Y”. Concatenating them is “DY”. The answer is DY.
Take the last letters of the words in “ROBIN DONALDSON” and concatenate them.,NN,A: The answer is rdl.,"A: The last letter of ""Robin"" is ""r"". The last letter of ""Donaldson"" is ""d"". Concatenating them is ""rd"". The answer is rd.",A: The answer is n.,A: The last letter of “ROBIN” is “N”. The last letter of “DONALDSON” is “N”. Concatenating them is “NN”. The answer is NN.
Take the last letters of the words in “SERGIO HARDING” and concatenate them.,OG,A: The answer is s.,A: The last letter of “SERGIO” is “s”. The last letter of “HARDING” is “g”. Concatenating them is “gs”. The answer is gs.,A: The answer is yd.,A: The last letter of “Sergio” is “o”. The last letter of “Harding” is “g”. Concatenating them is “og”. The answer is og.
Take the last letters of the words in “JOHNNY CAMPBELL” and concatenate them.,YL,A: The answer is jcn.,"A: The last letter of ""JOHNNY"" is ""j"". The last letter of ""CAMPBELL"" is ""c"". Concatenating them is ""jc"". The answer is jc.",A: The answer is nny.,A: The last letter of “JOHNNY” is “Y”. The last letter of “CAMPBELL” is “L”. Concatenating them is “YL”. The answer is YL.
Take the last letters of the words in “ADAM HARMON” and concatenate them.,MN,A: The answer is a.,"A: The last letter of ""ADAM"" is ""a"". The last letter of ""HARMON"" is ""n"". Concatenating them is ""n"". The answer is n.",A: The answer is m.,A: The last letter of “ADAM” is “M”. The last letter of “HARMON” is “N”. Concatenating them is “MN”. The answer is MN.
Take the last letters of the words in “MYRTLE MORGAN” and concatenate them.,EN,A: The answer is MMR.,"A: The last letter of ""MYRTLE"" is ""m"". The last letter of ""MORGAN"" is ""r"". Concatenating them is ""rm"". The answer is rm.",A: The answer is ym.,"A: The last letter of ""MYRTLE"" is ""e"". The last letter of ""MORGAN"" is ""n"". Concatenating them is ""en"". The answer is en."
Take the last letters of the words in “LESLIE SILVA” and concatenate them.,EA,A: The answer is ls.,"A: The last letter of ""LESLIE"" is ""l"". The last letter of ""SILVA"" is ""a"". Concatenating them is ""al"". The answer is al.",A: The answer is ls.,A: The last letter of “LESLIE” is “E”. The last letter of “SILVA” is “A”. Concatenating them is “EA”. The answer is EA.
Take the last letters of the words in “SUE HOLLAND” and concatenate them.,ED,A: The answer is ous.,"A: The last letter of ""SUE"" is ""u"". The last letter of ""Holland"" is ""h"". Concatenating them is ""uh"". The answer is uh.",A: The answer is lls.,A: The last letter of “SUE” is “E”. The last letter of “HOLLAND” is “D”. Concatenating them is “ED”. The answer is ed.
Take the last letters of the words in “DANIEL CRANE” and concatenate them.,LE,A: The answer is dc.,"A: The last letter of ""DANIEL"" is ""n"". The last letter of ""CRANE"" is ""a"". Concatenating them is ""an"". The answer is an.",A: The answer is s.,"A: The last letter of ""DANIEL"" is ""l"". The last letter of ""CRANE"" is ""e"". Concatenating them is ""le"". The answer is le."
Take the last letters of the words in “LORRAINE MOSLEY” and concatenate them.,EY,A: The answer is lrr.,"A: The last letter of ""LORRAINE"" is ""l"". The last letter of ""Mosley"" is ""r"". Concatenating them is ""lr"". The answer is lr.",A: The answer is ls.,"A: The last letter of ""Lorraine"" is ""e"". The last letter of ""Mosley"" is ""y"". Concatenating them is ""ey"". The answer is ey."
Take the last letters of the words in “ROBERTA BUTLER” and concatenate them.,AR,A: The answer is rba.,"A: The last letter of ""ROBERTA"" is ""b"". The last letter of ""BUTLER"" is ""l"". Concatenating them is ""lbn"". The answer is lbn.",A: The answer is rbb.,A: The last letter of “ROBERTA” is “A”. The last letter of “BUTLER” is “R”. Concatenating them is “AR”. The answer is AR.
Take the last letters of the words in “WALLACE MEYER” and concatenate them.,ER,A: The answer is WLM.,"A: The last letter of ""Wallace"" is ""w"". The last letter of ""Meyer"" is ""a"". Concatenating them is ""aw"". The answer is aw.",A: The answer is y.,"A: The last letter of ""WALLACE"" is ""e"". The last letter of ""MEYER"" is ""r"". Concatenating them is ""er"". The answer is er."
Take the last letters of the words in “WENDY GIBBS” and concatenate them.,YS,A: The answer is wgn.,A: The last letter of “Wendy” is “w”. The last letter of “Gibbs” is “g”. Concatenating them is “wgg”. The answer is wgg.,A: The answer is s.,A: The last letter of “WENDY” is “Y”. The last letter of “GIBBS” is “S”. Concatenating them is “YS”. The answer is ys.
Take the last letters of the words in “PHYLLIS FRYE” and concatenate them.,SE,A: The answer is L.,"A: The last letter of ""PHYLLIS"" is ""f"". The last letter of ""Frye"" is ""y"". Concatenating them is ""ys"". The answer is ys.",A: The answer is s.,A: The last letter of “Phyllis” is “s”. The last letter of “Frye” is “e”. Concatenating them is “se”. The answer is se.
Take the last letters of the words in “CLAUDIA ORTEGA” and concatenate them.,AA,A: The answer is c.,"A: The last letter of ""Claudia"" is ""l"". The last letter of ""Ortega"" is ""g"". Concatenating them is ""lg"". The answer is lg.",A: The answer is a.,A: The last letter of “Claudia” is “a”. The last letter of “Ortega” is “a”. Concatenating them is “aa”. The answer is aa.
Take the last letters of the words in “JUDITH SHEPARD” and concatenate them.,HD,A: The answer is jss.,"A: The last letter of ""JUDITH"" is ""j"". The last letter of ""Shepard"" is ""s"". Concatenating them is ""ss"". The answer is ss.",A: The answer is yd.,A: The last letter of “JUDITH” is “D”. The last letter of “SHEPARD” is “D”. Concatenating them is “DDD”. The answer is DDD.
Take the last letters of the words in “FRANCISCO SALAZAR” and concatenate them.,OR,A: The answer is ls.,"A: The last letter of ""Francisco"" is ""f"". The last letter of ""Salazar"" is ""z"". Concatenating them is ""zfs"". The answer is zfs.",A: The answer is 1.,A: The last letter of “Francisco” is “o”. The last letter of “Salazar” is “r”. Concatenating them is “or”. The answer is or.
Take the last letters of the words in “JEREMY CLEMONS” and concatenate them.,YS,A: The answer is jcl.,"A: The last letter of ""Jeremy"" is ""j"". The last letter of ""Clements"" is ""m"". Concatenating them is ""mjm"". The answer is mjm.",A: The answer is c.,A: The last letter of “Jeremy” is “y”. The last letter of “Clemons” is “s”. Concatenating them is “ys”. The answer is ys.
Take the last letters of the words in “GEORGE BEST” and concatenate them.,ET,A: The answer is gge.,"A: The last letter of ""George"" is ""e"". The last letter of ""BEST"" is ""r"". Concatenating them is ""er"". The answer is er.",A: The answer is T.,A: The last letter of “GEORGE” is “E”. The last letter of “BEST” is “T”. Concatenating them is “ET”. The answer is ET.
Take the last letters of the words in “RAYMOND PAGE” and concatenate them.,DE,A: The answer is r.,"A: The last letter of ""RAYMOND"" is ""y"". The last letter of ""PAGE"" is ""e"". Concatenating them is ""ye"". The answer is ye.",A: The answer is y.,"A: The last letter of ""RAYMOND"" is ""D"". The last letter of ""PAGE"" is ""E"". Concatenating them is ""DE"". The answer is DE."
Take the last letters of the words in “ALMA PARSONS” and concatenate them.,AS,A: The answer is aap.,"A: The last letter of ""ALMA"" is ""a"". The last letter of ""PARSONS"" is ""s"". Concatenating them is ""as"". The answer is as.",A: The answer is a.,A: The last letter of “ALMA” is “A”. The last letter of “PARSONS” is “S”. Concatenating them is “AS”. The answer is AS.
Take the last letters of the words in “EDITH WALL” and concatenate them.,HL,A: The answer is ed.,"A: The last letter of ""EDITH"" is ""d"". The last letter of ""WALL"" is ""l"". Concatenating them is ""ld"". The answer is ld.",A: The answer is h.,A: The last letter of “EDITH” is “H”. The last letter of “WALL” is “L”. Concatenating them is “HL”. The answer is HL.
Take the last letters of the words in “JEFFERY DUDLEY” and concatenate them.,YY,A: The answer is jy.,"A: The last letter of ""Jeffery"" is ""j"". The last letter of ""Dudley"" is ""d"". Concatenating them is ""jd"". The answer is jd.",A: The answer is u.,A: The last letter of “JEFFERY” is “Y”. The last letter of “DUDLEY” is “Y”. Concatenating them is “YY”. The answer is YY.
Take the last letters of the words in “AMY DUKE” and concatenate them.,YE,A: The answer is AYD.,"A: The last letter of ""AMY"" is ""y"". The last letter of ""DUKE"" is ""e"". Concatenating them is ""yee"". The answer is yee.",A: The answer is yd.,A: The last letter of “AMY” is “Y”. The last letter of “DUKE” is “E”. Concatenating them is “YE”. The answer is YE.
Take the last letters of the words in “CODY VELAZQUEZ” and concatenate them.,YZ,A: The answer is c.,A: Cody is the first letter of Cody Velaquez. Cody is the last letter of Cody Velazquez. Cody Velazquez is the last letter of Cody Velaquez. Cody Velaquez is the last letter of Cody Velazquez. Cody Velazquez is the last letter of Cody Velaquez. Cody Velazquez is the last letter of Cody Velaquez. Cody Velazquez is the last letter of Cody Velaquez. Cody Velazquez is the last letter of Cody Velaquez. Cody Velazquez is the last letter of Cody Velaquez. Cody Velazquez is the last letter of Cody Velaquez. Cody Velazquez is the last letter of Cody Velaquez. Cody Velazquez is the last letter of Cody Velaquez. Cody Velazquez is the last letter of Cody Velaquez. Cody Velazquez is the last letter of Cody Velaquez. Cody Velazquez is the last letter of Cody Velaquez. Cody Velazquez is the last letter of Cody Velaquez. Cody Velazquez is the last letter of Cody Velaquez. Cody Velazquez is the last letter of Cody Velaquez. Cody Velazquez is the last letter,A: The answer is y.,A: The last letter of “CODY” is “D”. The last letter of “VELAZQUEZ” is “Z”. Concatenating them is “DZ”. The answer is DZ.
Take the last letters of the words in “AARON JOSEPH” and concatenate them.,NH,A: The answer is AJO.,"A: The last letter of ""AARON"" is ""a"". The last letter of ""JOSEPH"" is ""a"". Concatenating them is ""aaoa"". The answer is aaaoa.",A: The answer is oj.,A: The last letter of “Aaron” is “n”. The last letter of “Joseph” is “h”. Concatenating them is “nh”. The answer is nh.
Take the last letters of the words in “MATHEW MCLEAN” and concatenate them.,WN,A: The answer is m.,"A: The last letter of ""MATHEW"" is ""m"". The last letter of ""MCLEAN"" is ""l"". Concatenating them is ""lm"". The answer is lm.",A: The answer is y.,A: The last letter of “MATHEW” is “W”. The last letter of “MCLEAN” is “N”. Concatenating them is “WN”. The answer is WN.
Take the last letters of the words in “MATTHEW LUCAS” and concatenate them.,WS,A: The answer is lma.,"A: The last letter of ""MATTHEW"" is ""l"". The last letter of ""Lucas"" is ""s"". Concatenating them is ""ls"". The answer is ls.",A: The answer is k.,A: The last letter of “MATTHEW” is “W”. The last letter of “LUCAS” is “S”. Concatenating them is “WS”. The answer is WS.
Take the last letters of the words in “EVERETT WYNN” and concatenate them.,TN,A: The answer is ew.,A: The last letter of “EVERETT” is “w”. The last letter of “WYNN” is “n”. Concatenating them is “wn”. The answer is wn.,A: The answer is n.,"A: The last letter of ""EVERETT"" is ""T"". The last letter of ""WYNN"" is ""N"". Concatenating them is ""TN"". The answer is TN."
Take the last letters of the words in “DANIEL PECK” and concatenate them.,LK,A: The answer is dpe.,"A: The last letter of ""Daniel"" is ""d"". The last letter of ""Peck"" is ""n"". Concatenating them is ""nd"". The answer is nd.",A: The answer is l.,A: The last letter of “DANIEL” is “L”. The last letter of “PECK” is “K”. Concatenating them is “LK”. The answer is lk.
Take the last letters of the words in “NATHANIEL SNIDER” and concatenate them.,LR,A: The answer is nsn.,"A: The last letter of ""Nathan"" is ""n"". The last letter of ""Snider"" is ""d"". Concatenating them is ""nd"". The answer is nd.",A: The answer is nsn.,"A: The last letters of ""NATHANIEL"" is ""L"". The last letters of ""SNIDER"" is ""R"". Concatenating them is ""LR"". The answer is LR."
Take the last letters of the words in “BILLIE REID” and concatenate them.,ED,A: The answer is iReid.,"A: The last letter of ""BILLIE"" is ""i"". The last letter of ""REID"" is ""i"". Concatenating them is ""i"". The answer is i.",A: The answer is eed.,A: The last letter of “BILLIE” is “E”. The last letter of “REID” is “D”. Concatenating them is “ED”. The answer is ED.
Take the last letters of the words in “TOMMY POLLARD” and concatenate them.,YD,A: The answer is t.,"A: The last letter of ""Tommy"" is ""p"". The last letter of ""Pollard"" is ""l"". Concatenating them is ""lp"". The answer is lp.",A: The answer is q.,"A: The last letter of ""TOMMY"" is ""Y"". The last letter of ""POLLARD"" is ""D"". Concatenating them is ""YD"". The answer is YD."
Take the last letters of the words in “SHARON SOLIS” and concatenate them.,NS,A: The answer is ss.,"A: The last letter of ""SHARON"" is ""s"". The last letter of ""SOLIS"" is ""i"". Concatenating them is ""is"". The answer is is.",A: The answer is n.,"A: The last letter of ""SHARON"" is ""N"". The last letter of ""SOLIS"" is ""S"". Concatenating them is ""NS"". The answer is NS."
Take the last letters of the words in “EDDIE HART” and concatenate them.,ET,A: The answer is ed.,"A: The last letter of ""EDDIE"" is ""d"". The last letter of ""HART"" is ""t"". Concatenating them is ""ttd"". The answer is ttd.",A: The answer is EED.,A: The last letter of “Eddie” is “e”. The last letter of “Hart” is “t”. Concatenating them is “et”. The answer is et.
Take the last letters of the words in “ALEXANDER BOLTON” and concatenate them.,RN,A: The answer is ABL.,"A: The last letter of ""ALEXANDER"" is ""a"". The last letter of ""BOLTON"" is ""l"". Concatenating them is ""al"". The answer is al.",A: The answer is l.,"A: The last letter of ""ALEXANDER"" is ""R"". The last letter of ""BOLTON"" is ""N"". Concatenating them is ""RN"". The answer is RN."
Take the last letters of the words in “PHILLIP TODD” and concatenate them.,PD,A: The answer is ptd.,"A: The last letter of ""Phillip"" is ""p"". The last letter of ""Todd"" is ""l"". Concatenating them is ""lpl"". The answer is lpl.",A: The answer is oll.,A: The last letter of “PHILLIP” is “L”. The last letter of “TODD” is “D”. Concatenating them is “LD”. The answer is LD.
Take the last letters of the words in “LEROY HALE” and concatenate them.,YE,A: The answer is le.,"A: The last letter of ""LEROY"" is ""r"". The last letter of ""Hale"" is ""l"". Concatenating them is ""lr"". The answer is lr.",A: The answer is o.,A: The last letter of “LEROY” is “Y”. The last letter of “HALE” is “E”. Concatenating them is “YE”. The answer is YE.
Take the last letters of the words in “TAMMY HARPER” and concatenate them.,YR,A: The answer is t.,"A: The last letter of ""Tammy"" is ""t"". The last letter of ""Harper"" is ""a"". Concatenating them is ""at"". The answer is at.",A: The answer is mmyh.,A: The last letter of “TAMMY” is “Y”. The last letter of “HARPER” is “P”. Concatenating them is “YP”. The answer is YP.
Take the last letters of the words in “VICKI WINTERS” and concatenate them.,IS,A: The answer is v.,"A: The last letter of ""VICKI"" is ""v"". The last letter of ""WINTERS"" is ""i"". Concatenating them is ""iw"". The answer is iw.",A: The answer is s.,"A: The last letter of ""VICKI"" is ""I"". The last letter of ""WINTERS"" is ""S"". Concatenating them is ""IS"". The answer is IS."
Take the last letters of the words in “EDWIN POWELL” and concatenate them.,NL,A: The answer is e.,"A: The last letter of ""Powell"" is ""p"". The last letter of ""EDWIN"" is ""w"". Concatenating them is ""wlp"". The answer is wlp.",A: The answer is n.,A: The last letter of “EDWIN” is “N”. The last letter of “POWELL” is “L”. Concatenating them is “NL”. The answer is NL.
Take the last letters of the words in “BEN FOWLER” and concatenate them.,NR,A: The answer is bfl.,"A: The last letter of ""BEN"" is ""f"". The last letter of ""Fowler"" is ""o"". Concatenating them is ""of"". The answer is of.",A: The answer is w.,A: The last letter of “BEN” is “N”. The last letter of “FOWLER” is “R”. Concatenating them is “NR”. The answer is NR.
Take the last letters of the words in “DONNA PRICE” and concatenate them.,AE,A: The answer is drp.,"A: The last letter of ""DONNA"" is ""n"". The last letter of ""PRICE"" is ""e"". Concatenating them is ""ne"". The answer is ne.",A: The answer is s.,A: The last letter of “DONNA” is “A”. The last letter of “PRICE” is “E”. Concatenating them is “AE”. The answer is AE.
Take the last letters of the words in “JACOB DOUGLAS” and concatenate them.,BS,A: The answer is jdo.,"A: The last letter of ""Jacob"" is ""j"". The last letter of ""Douglas"" is ""d"". Concatenating them is ""jd"". The answer is jd.",A: The answer is ls.,"A: The last letter of ""JACOB"" is ""b"". The last letter of ""DOUGLAS"" is ""s"". Concatenating them is ""bs"". The answer is bs."
Take the last letters of the words in “MANUEL LANG” and concatenate them.,LG,A: The answer is lmn.,"A: The last letter of ""MANUEL"" is ""m"". The last letter of ""LANG"" is ""n"". Concatenating them is ""mn"". The answer is mn.",A: The answer is s.,A: The last letter of “MANUEL” is “L”. The last letter of “LANG” is “G”. Concatenating them is “LG”. The answer is LG.
Take the last letters of the words in “HUGH WARREN” and concatenate them.,HN,A: The answer is h.,"A: The last letter of ""HUGH"" is ""w"". The last letter of ""WARREN"" is ""r"". Concatenating them is ""wr"". The answer is wr.",A: The answer is n.,A: The last letter of “Hugh” is “h”. The last letter of “Warren” is “n”. Concatenating them is “hn”. The answer is hn.
Take the last letters of the words in “REGINA COX” and concatenate them.,AX,A: The answer is rge.,A: The last letter of “REGINA” is “r”. The last letter of “COX” is “g”. Concatenating them is “rg”. The answer is rg.,A: The answer is GIN.,A: The last letter of “REGINA” is “A”. The last letter of “COX” is “X”. Concatenating them is “AX”. The answer is AX.
Take the last letters of the words in “JUAN PETERSON” and concatenate them.,NN,A: The answer is lps.,"A: The last letter of ""Juan"" is ""u"". The last letter of ""Peterson"" is ""j"". Concatenating them is ""juj"". The answer is juj.",A: The answer is lps.,A: The last letter of “JUAN” is “N”. The last letter of “PETERSON” is “N”. Concatenating them is “NN”. The answer is NN.
Take the last letters of the words in “MICHELLE TUCKER” and concatenate them.,ER,A: The answer is m.,"A: The last letter of ""MICHELLE"" is ""m"". The last letter of ""TUCKER"" is ""t"". Concatenating them is ""mt"". The answer is mt.",A: The answer is lkt.,"A: The last letter of ""MICHELLE"" is ""e"". The last letter of ""TUCKER"" is ""r"". Concatenating them is ""er"". The answer is er."
Take the last letters of the words in “SHARON MCINTOSH” and concatenate them.,NH,A: The answer is sh.,"A: The last letter of ""SHARON"" is ""n"". The last letter of ""MCINTOSH"" is ""s"". Concatenating them is ""ns"". The answer is ns.",A: The answer is T.,A: The last letter of “SHARON” is “N”. The last letter of “MCINTOSH” is “H”. Concatenating them is “NH”. The answer is NH.
Take the last letters of the words in “CHRISTINE STAFFORD” and concatenate them.,ED,A: The answer is st.,"A: The last letter of ""Christine"" is ""t"". The last letter of ""Stafford"" is ""r"". Concatenating them is ""tr"". The answer is tr.",A: The answer is STAFFORD.,A: The last letter of “Christine” is “e”. The last letter of “Stafford” is “d”. Concatenating them is “ed”. The answer is ed.
Take the last letters of the words in “DIANE RIDDLE” and concatenate them.,EE,A: The answer is rld.,"A: The last letter of ""RIDDLE"" is ""d"". The last letter of ""RIDDLE"" is ""i"". Concatenating them is ""ri"". The answer is ri.",A: The answer is n.,A: The last letter of “DIANE” is “E”. The last letter of “RIDDLE” is “D”. Concatenating them is “ED”. The answer is ED.
Take the last letters of the words in “JENNIFER ODONNELL” and concatenate them.,RL,A: The answer is jodn.,"A: The last letter of ""Jennifer"" is ""j"". The last letter of ""ODONNELL"" is ""n"". Concatenating them is ""n"". The answer is n.",A: The answer is NOD.,A: The last letter of “JENNIFER” is “R”. The last letter of “ODONNELL” is “L”. Concatenating them is “RL”. The answer is RL.
Take the last letters of the words in “LORETTA BLACK” and concatenate them.,AK,A: The answer is lsl.,"A: The last letter of ""Loretta"" is ""l"". The last letter of ""Black"" is ""r"". Concatenating them is ""rl"". The answer is rl.",A: The answer is yl.,"A: The last letter of ""LORETTA"" is ""A"". The last letter of ""BLACK"" is ""K"". Concatenating them is ""AK"". The answer is AK."
Take the last letters of the words in “JAMES SHANNON” and concatenate them.,SN,A: The answer is jsh.,"A: The last letter of ""James"" is ""j"". The last letter of ""Shannon"" is ""a"". Concatenating them is ""aas"". The answer is aas.",A: The answer is s.,A: The last letter of “James” is “s”. The last letter of “Shannon” is “n”. Concatenating them is “sn”. The answer is sn.
Take the last letters of the words in “ALBERTO HOLMAN” and concatenate them.,ON,A: The answer is alh.,"A: The last letter of ""Alberto"" is ""o"". The last letter of ""Holman"" is ""m"". Concatenating them is ""om"". The answer is om.",A: The answer is ym.,A: The last letter of “Alberto” is “o”. The last letter of “Holman” is “n”. Concatenating them is “on”. The answer is on.
